0,0.13462,1.050535
2,0.169056508,1.068395825
4,0.074781966,1.090367607
6,0.076115837,1.065940606
8,0.148909574,1.064498837
10,0.180427592,1.047367793
12,0.241243728,1.050917459
14,0.305971529,1.049665772
16,0.34566026,1.032915266
18,0.420267682,1.029754635
20,0.486820692,1.034495176
22,0.54404888,1.039081184
24,0.589081709,1.035871952
26,0.643447795,1.046540029
28,0.707317063,1.055476287
30,0.772790144,1.072428208
32,0.782285064,1.080248785
34,0.843129434,1.132514409
36,0.875536669,1.167222133
38,0.888057242,1.204625225
40,0.908804987,1.246329235
42,0.921498616,1.301977616
44,0.924670005,1.355541232
46,0.905256198,1.382998973
48,0.890738763,1.423463362
50,0.872368449,1.466079912
52,0.830627402,1.490150614
54,0.784715069,1.509246485
56,0.740267222,1.53804588
58,0.687759504,1.556743062
60,0.403992694,1.447305873
62,0.346433982,1.460062984
64,0.282240018,1.439922889
66,0.219138933,1.428782941
68,0.164691061,1.421795296
70,0.10087071,1.42167785
72,0.049425927,1.401385224
74,0.004177676,1.408012492
76,-0.042101796,1.395672793
78,-0.085764518,1.397827327
80,-0.11194549,1.39909452
82,-0.146045545,1.38762993
84,-0.171353737,1.393112961
86,-0.196800013,1.385884019
88,-0.213643829,1.377134976
90,-0.220885,1.3688
92,-0.224657675,1.372965934
94,-0.20797451,1.399481498
96,-0.183845716,1.407784883
98,-0.156155923,1.424278274
100,-0.125670159,1.439842042
102,-0.096764811,1.438424491
104,-0.068700033,1.454123645
106,-0.026871184,1.498981291
108,-0.00279784,1.582456346
110,0.037913376,1.645950074
112,0.05931881,1.720059306
114,0.066191293,1.778315913
116,0.071668233,1.833742994
118,0.083400991,1.859401857
120,0.102829124,1.887224733
122,0.106652233,1.935028308
124,0.168835681,1.970829512
126,0.213498598,1.960479617
128,0.227285743,1.945292077
130,0.216130787,1.956134798
132,0.1974482,1.977001768
134,0.186634411,1.973374969
136,0.189206531,2.00625782
138,0.209715328,2.000280436
140,0.231765294,1.989152398
142,0.262854541,1.971249223
144,0.277128116,1.954474617
146,0.301570375,1.936135393
148,0.333656792,1.921475734
150,0.360105472,1.901320974
152,0.391447796,1.895765281
154,0.430287347,1.881030976
156,0.455180483,1.890038863
158,0.49166004,1.882879969
160,0.509794258,1.888835834
162,0.509563361,1.896670945
164,0.477790403,1.903267471
166,0.444063722,1.910836266
168,0.394115606,1.905728498
170,0.336282569,1.912393702
172,0.281433518,1.917285919
174,0.240065985,1.916711216
176,0.160319505,1.922244167
178,0.089036353,1.92473017
180,0.00733,1.939715
